asin,category,rank,product_name,price,rating,review_count
B001STX13U,pet-supplies,21,Purina Fancy Feast Grilled Wet Cat Food Seafood Collection in Wet Cat Food Variety Pack - (Pack of 24) 3 oz. Cans,22.86,4.7,46673
B0114BNXQ6,pet-supplies,22,"Milk-Bone Flavor Snacks Mini’s Dog Biscuits, Flavored Crunchy Dog Treats, 36 Oz. Canister",11.48,4.8,39150
B0BWBNT8JX,pet-supplies,23,"Vital Essentials Freeze Dried Dog Treats | Beef Liver, Single Ingredient | Premium Quality | Grain Free Training Treats for Dogs, 2.1 oz Bag",5.99,4.6,6906
B003ULL1NQ,pet-supplies,24,"Nutramax Cosequin for Dogs Joint Health Supplement, Contains Glucosamine for Dogs, Plus Chondroitin and MSM, Supports Healthy Joints, For All Breeds and Sizes, Chewable Tablets, 132 Count",34.91,4.7,78461
B076YLYVW8,pet-supplies,25,"Minties Dog Dental Bone Treats, Tiny/Small Dental Dog Treats, 16 Ounces, Cleans Teeth, Fight Bad Breath, Removes Plaque and Tartar, 40 Count",9.94,4.5,35830
B07BVL8TQF,pet-supplies,26,"Good ‘n’ Fun Triple Flavor Kabobs Chews for All Dogs, 24 Ounces, Treat Your Dog to Long-Lasting Chews Made from Beef Hide, Real Chicken, Pork Hide, Duck and Chicken Liver",15.98,4.7,58826
B0055INY1Y,pet-supplies,27,"Kaytee Nut & Fruit Wild Bird Seed, 5 lb",12.59,4.7,16428
B07GL8SLKY,pet-supplies,28,"ARM & HAMMER Clump & Seal SLIDE Platinum Multi-Cat Clumping Cat Litter, Easy Clean Technology with No Scrubbing, 14-Day Odor Control, 37 lbs",34.99,4.6,19636
B006W6YHYQ,pet-supplies,29,"Greenies Veterinarian-Recommended Adult Natural Dental Dog Treats Teenie Size, Dog Dental Chews, Original Flavor, 36 oz. Pack, 130 Count",36.97,4.8,70151
B007JXVR76,pet-supplies,30,"Meow Mix Original Choice Dry Cat Food, 6.3 Pound Bag",8.99,4.7,51357
B00WWP1U7I,pet-supplies,31,"PetArmor Plus Flea and Tick Prevention for Dogs, Small Dog Flea and Tick Treatment, 3 Doses, Waterproof Topical, Fast Acting (5-22 lbs)",26.12,4.2,60235
B003PMQMK2,pet-supplies,32,"Milk-Bone MaroSnacks Small Dog Treats with Real Bone Marrow, 40 Oz. Canister",,4.8,82466
B00B8CG602,pet-supplies,33,"Seresto Flea & Tick Collar For Dogs Over 18 lbs., Treatment & Prevention, Vet-Recommend, 8 Month Protection",58.98,4.5,112970
B00CKFL93K,pet-supplies,34,"Rocco & Roxie Supply Co. Stain & Strong Odor Eliminator, Enzyme Cleaner, Pet Odor Eliminator for Home - Carpet Stain Remover for Cats & Dog Pee - Urine Destroyer - Carpet Cleaner Spray Clear, 32 Fl Oz",23.92,4.4,125678
B009IOCCD2,pet-supplies,35,Purina ONE Dry Dog Food Lamb and Rice Formula - 31.1 lb. Bag,48.98,4.6,15411
B075QK5SP2,pet-supplies,36,"Sheba Perfect Portions Wet Cat Food Pate with Sustainable Salmon, Signature Seafood Entree, and Tender White Fish and Tuna Entree Variety Pack, 2.6 oz. Twin Pack Trays (24 Count, 48 Servings)",23.38,4.7,24667
B08XY91T66,pet-supplies,37,"Blue Buffalo Bits Soft Dog Treats for Training, Made with Natural Ingredients & Enhanced with DHA, Chicken Recipe, 19-oz Bag",14.98,4.7,15838
B0727R5C5Q,pet-supplies,38,"Purina Friskies Gravy Swirlers With Flavors of Chicken, Salmon and Gravy Dry Cat Food - 3.15 lb. Bag",4.72,4.7,36338
B09BBM5CX8,pet-supplies,39,"Best Pet Supplies Interactive Squeaky Dog Chew Toy, Ideal Dog Toys for Chewers, Small, Medium & Large Dogs, and Fetch Lovers - Crinkle Duck (Yellow), Large",6.79,4.3,49486
B01BKYFR7K,pet-supplies,40,"IAMS Proactive Health Dry Cat Food, Indoor Weight and Hairball Care Cat Food Dry Recipe, with Real Chicken in Every Bite, 7 lb. Bag",16.97,4.8,38681
B09NF8QLSY,pet-supplies,41,"Temptations Creamy Puree Squeezable Lickable Cat Treats, Wet Cat Treats with Chicken, Salmon, and Tuna Variety Pack, 0.42 oz. Tubes, 24 Count",9.49,4.7,7028
B0BGT84G2R,pet-supplies,42,"Delectables Squeeze Up Variety Pack, Creamy Squeezable Puree, Lickable Wet Cat Treats, Grain Free, No Fillers, by-Products, Preservatives, 0.5 Ounces Tube, 54 Tubes Total",31.82,4.8,22368
B0050JM626,pet-supplies,43,"Nutramax Proviable Probiotics for Dogs and Cats, Daily Digestive Health Supplement with Multiple Strains of Bacteria, Cat and Dog Probiotics Plus Prebiotics, 30 Capsules",19.97,4.6,18766
B00ZJ5BJ74,pet-supplies,44,"Vetnique Glandex Anal Gland Soft Chew Treats with Pumpkin for Dogs Digestive Enzymes, Probiotics Fiber Supplement for Dogs Boot The Scoot (Peanut Butter Chews, 60 Count)",31.99,4.4,37089
B0718YFR4K,pet-supplies,45,"DreamBone Twist Sticks Chews for Dogs, Treat Your Dog to Easy-to-Digest Rawhide-Free Chews Made with Real Vegetables and Chicken, 50 Count",9.89,4.6,32678
B08CCGNBVY,pet-supplies,46,"Best Pet Supplies Voyager Step-in Air Harness - All Weather Mesh, Reflective, No Pull Harness for Dogs, Cats - Secure with Hook & Loop Fastener, Buckle, Double D-Rings - Pink, S",9.46,4.6,68534
B01J5GE3MA,pet-supplies,47,PetSafe ScoopFree Premium Crystal Cat Litter - Outperforms Clay Litter - Refill Packs - Reusable Tray Compatible - Fresh Scent - 4.3 lb Bags - 2 Pack,24.99,4.4,58729
B001QCKS4O,pet-supplies,48,Purina Pro Plan Complete Essentials Shredded Blend Chicken and Rice Dog Food Dry Formula with Probiotics for Dogs - 35 lb. Bag,74.48,4.6,16585
B08N6VLJKV,pet-supplies,49,"Muddy Mat® | Super Absorbent Door Mat Indoor, Microfiber Quick Dry Chenille Entryway Rug, Non-Slip Front Door Mat, Indoor Mats for Entryway, Machine Washable Pet Rug, Grey 30""x19""",24.95,4.7,49281
B071WCV19B,pet-supplies,50,"Zesty Paws Allergy Immune Bites - Dog Allergy Chews, Dog Probiotics for Itchy Skin and Ears, Lamb, 90ct",32.97,4.2,100178
B0FJN3BTPV,sports,1,"Owala FreeSip Insulated Stainless Steel Water Bottle with Straw, BPA-Free Sports Water Bottle, Great for Travel, 24 Oz, Black Cherry",29.99,4.7,120243
B01LR5RG08,sports,2,Amazon Basics Neoprene Dumbbell Hand Weights for Exercise and Muscle Toning,9.77,4.8,126278
B0FK18HSQB,sports,3,"Owala FreeSip Sway Insulated Stainless Steel Water Bottle with Two-Way Spout, Built-In Straw and Bucket Handle, Made for Travel, School, and Sports, 30oz, BPA Free, Leak Proof, Dreamy Field",34.99,4.7,7324
B07518RBH2,sports,4,"ZELUS Weighted Vest, 6lb/8lb/12lb/16lb/20lb/25lb/30lb Weight Vest with Reflective Stripe for Workout, Strength Training, Running, Fitness, Muscle Building, Weight Loss, Weightlifting",28.98,4.6,15726
B0DHT5XZR1,sports,5,Callaway Golf Supersoft Golf Balls (2025),26.97,4.8,4812
B0B41MYSGP,sports,6,"BAND-AID Brand Travel Ready Portable Emergency First Aid Kit for Minor Wound Care, Perfect for Home, Car, Travel, Camping Essentials & Outdoor Emergency Kit, 80 Pieces",10.98,4.8,13307
B0FJ5G1Y31,sports,7,"IDAODAN Electric Balloon Pump, Portable Electric Balloon Blower Machine Balloon Air Pump Dual Nozzle Rose Red 110V 600W Balloon Inflator for Party Decorations",14.99,4.5,7170
B01AVDVHTI,sports,8,"Fit Simplify Resistance Loop Exercise Bands with Instruction Guide and Carry Bag, Set of 5",9.98,4.5,135416
B0GDV7YDV8,sports,9,AXV Vibration Plate Fitness Platform Exercise Machine Vibrating Shaking Full Body Shaker Workout Vibrate Stand Shake Board Sport for Weight Loss Fat Burner for Gym Home Office,79.99,4.5,12555
B0B5F9SZW7,sports,10,"Fitbit Inspire 3 Health &-Fitness-Tracker with Stress Management, Workout Intensity, Sleep Tracking, 24/7 Heart Rate and more, Midnight Zen/Black One Size (S & L Bands Included)",79.95,4.2,24115
B01K1TX77W,sports,11,"Rainleaf Microfiber Towel Perfect Travel & Gym & Camping Towel. Quick Dry - Super Absorbent - Ultra Compact - Lightweight. Suitable for Trip, Beach, Shower, Backpacking, Pool",12.99,4.7,29748
B001FZCVTM,sports,12,WILSON Championship Tennis Balls,3.59,4.8,14100
B01LP0U5X0,sports,13,Amazon Basics Extra Thick Exercise Yoga Mat with Carrying Strap,22.48,4.6,68340
B0B337ZY41,sports,14,"Dragon Shield | Standard Size Card Matte Sleeves | 100 CT - Smooth & Tough Premium TCG Sleeves | Compatible with Pokemon, Flesh & Blood, One Piece & Magic the Gathering | Blood Red - Matte",11.79,4.8,37540
B0GTYJXMT7,sports,15,"Owala Star Wars FreeSip Sway Insulated Stainless Steel Water Bottle with Two-Way Spout, Built-In Straw and Bucket Handle, Made for Travel, School, and Sports, 30oz, BPA Free, Leak Proof, Darth Vader",39.99,,
B0869HGSVL,sports,16,"Intex 64417ED 22in Queen Dura-Beam Comfort Plush High-Rise Inflatable Air Mattress with Built in Pump for Travel and Camping, 600lb Weight Capacity",72.99,4.3,65125
B0DR9ML5X9,sports,17,STANLEY IceFlow 2.0 Flip Straw Tumbler with Handle 30 oz | Twist On Lid and Flip Up Straw | Leak Resistant Water Bottle | Insulated Stainless Steel | BPA-Free | Rose Quartz,35,4.7,59638
B08QDWMMW5,sports,18,"Cool Coolers by Fit & Fresh 4 Pack XL Slim Ice Packs, Quick Freeze Space Saving Reusable Ice Packs for Lunch Boxes or Coolers, Multi",12.99,4.7,47396
B07XYYBHFT,sports,19,"Gaiam Yoga Block - Supportive Latex-Free Eva Foam - Soft Non-Slip Surface with Beveled Edges for Yoga, Pilates, Meditation",11.99,4.7,9649
B000UVTDLG,sports,20,"SABRE Pepper Spray - Quick Release Keychain for Easy Carry & Fast Access, Max Police Strength Self Defense OC Spray with UV Dye, 10 Sec. Spray Time, Finger Grip - Faster Aim, 0.54 fl oz, Secure Safety",,4.7,109733
B01N1HEY0M,sports,21,Reaction Tackle Braided Fishing Line - Pro Grade Power Performance for Saltwater or Freshwater Fish - Colored Fishing Line Braid for Extra Visibility,11.98,4.5,25165
B09DF9NWC7,sports,22,"Jump Rope, Tangle-Free Rapid Speed Jumping Rope Cable with Ball Bearings for Women, Men & Kids, Adjustable Steel Jump Rope with Foam Handles for Home Gym Exercise Fitness Workout Equipment & Slim Body",8.99,4.5,24353
B0GTMTZF3V,sports,23,"Google Fitbit Air - Screenless Activity Tracker with Fitness, Heart Rate, and Sleep Tracking - Personalized AI-Powered Coaching - Up to 7 Days’ Battery Life - Works with iOS and Android - Obsidian",99.99,,
B074P8MZW9,sports,24,"Franklin Sports X-40 Outdoor Pickleballs - Official Ball of USA Pickleball, APP Tour + US Open - Regulation Size",28.99,4.7,25245
B0DGHBV6XS,sports,25,"HydroJug Sport - Stainless Steel Tumbler with Straw, Vacuum Insulated, 32oz Leakproof Water Bottle, Ergonomic Design, Reusable, Dishwasher Safe, Rubber Base, Durable for Gym or Outdoors, Pink Sand",29.74,4.6,5750
B08XQ35T47,sports,26,Seago Swim Goggles 2 Pack Anti-Fog Anti-UV Wide View Swimming Goggles for Kids 3-14,14.99,4.4,7390
B0B7CJT5SP,sports,27,"400 Card Sleeves Hard Plastic, Arjiekwei 3""X4"" Baseball Cards Protectors Plastic, Premium Card Holder for Trading Sports Baseball Football Game Cards (200 Hard Sleeve + 200 Soft Sleeve)",25.99,4.6,6739
B0G3Y89LW9,sports,28,"2026 Panini FIFA World Cup Sticker Collection Box – 50 Sticker Packs | Amazon Exclusive Orange Parallel | Official FIFA World Cup Trading Stickers | Collect, Trade & Complete Your Album",99.99,,
B0B9T4KCV7,sports,29,"Nalgene 32 oz Wide Mouth Water Bottle | BPA-Free, Durable & Leak Proof, Lightweight Bottle for Hiking & Gym, Work & Travel",16.44,4.8,25192
B017AGGBTU,sports,30,Sports Research Sweet Sweat Waist Trimmer (Core Series) - Premium Sweat Enhancing Fitness Band for Women & Men,27.95,4.7,228365
B074DZ5YL9,sports,31,Amazon Basics Rubber Hex Dumbbell Hand Weight,19.99,4.7,52028
B08D66HCXW,sports,32,"LHKNL Headlamp Flashlight, Lumen Ultra-Light Bright LED Rechargeable Headlight with White Red Light, 2-Pack Waterproof Motion Sensor Head Lamp,8 Modes for Outdoor Camping Running Hiking Fishing",17.99,4.5,34774
B08MY13HYC,sports,33,Ally Peaks Pull Up Bar for Doorway | Thickened Steel Max Limit 440 lbs Upper Body Fitness Workout Bar| Multi-Grip Strength for Doorway | Indoor Chin-Up Bar Fitness Trainer for Home Gym Portable,27.99,4.4,12881
B0FK18X6Y1,sports,34,"Owala FreeSip Tumbler Insulated Stainless Steel Water Bottle with Built-in Straw and Side Handle, For Travel, Work, School, and Sports, 40oz, BPA Free, Leak Proof, Black Cherry",44.99,4.7,2247
B07KQP1X5T,sports,35,"ATERCEL Workout Gloves for Men and Women, Exercise Gloves for Weight Lifting, Cycling, Gym, Training, Breathable and Snug fit",13.95,4.6,45674
B08DLXZKF7,sports,36,"Resistance Bands for Working Out, 5-Pack Elastic Exercise Bands for Strength Training, Stretching, Workout; Home Gym Equipment for Women Men, Pilates Yoga Physical Therapy, Leg Glute Arm Exercise Kit",9.98,4.5,26422
B07BB3VQ42,sports,37,"Gymreapers Lifting Wrist Straps for Weightlifting, Bodybuilding, Powerlifting, Strength Training, & Deadlifts - Padded Neoprene with 18 inch Cotton",14.95,4.7,25541
B006QF3TW4,sports,38,"LifeStraw Personal Water Filter for Hiking, Camping, Travel, and Emergency Preparedness",15.49,4.8,124342
B08QSL9XQW,sports,39,TaylorMade Golf Distance+ Golf Balls,19.99,4.7,10674
B0CCK976HY,sports,40,FootJoy Men's WeatherSof 2-Pack Golf Glove,22.95,4.7,4433
B0F2WMS7CC,sports,41,"Owala Disney Princess FreeSip Insulated Stainless Steel Water Bottle with Straw for Sports and Travel, BPA-Free Sports Water Bottle, 24 oz, Cinderella",34.99,4.7,14313
B07H9PDL2Y,sports,42,"Gaiam Essentials 2/5"" Thick (10mm) Yoga & Pilates, Fitness & Exercise Mat with Easy-Cinch Carrier Strap Cusion Support For Fitness and Gym Workouts",24.98,4.6,45834
B003IS3HV0,sports,43,"Leather Honey Leather Conditioner, Since 1968. for All Leather Items Including Auto, Furniture, Shoes, Purses and Tack. Non-Toxic and Made in the USA / 8 Fl Oz (Pack of 1)",16.99,4.5,66749
B071V91LGC,sports,44,"Vault X 9 Pocket Zip Binder, 360 Cards, Exo-Tec Material, 20 Side-Loading Pages (Black)",29.99,4.8,8265
B07DK9QZV9,sports,45,"Trideer Exercise Ball for Yoga, Pilates & Fitness – Stability Ball Equipment for Home Gym & Office Chair, Core & Balance Training Accessories, Physical Therapy Equipment, Quick Pump Included, 5 Sizes",16.99,4.6,52946
B07LC4VGKR,sports,46,"Fit + Fresh Cool Coolers Slim, Reusable Ice Packs for Lunch Bags, Beach Bags, Coolers, and More, Set of 4, Multicolored",10.99,4.7,33072
B0CC62ZG1M,sports,47,"Fitbit Charge 6 Fitness Tracker with Google apps, Heart Rate on Exercise Equipment, 6-Months Premium Membership Included, GPS, Health Tools and More, Obsidian/Black, One Size (S & L Bands Included)",119.95,4.1,20278
B08T6LC7SK,sports,48,"Carabiner Clip - Heavy Duty Carabiners 800lbs-13KN (2922 lbs) Carabeaner D Ring Shape,Key Chain Clip Hook,Keychain Clip,Multipurpose for Camping, Hiking,Backpacking or Other Outdoor Activities.",7.99,4.7,3551
B0BZZSC2J2,sports,49,"RAYMYLO One Gallon Water Bottle Insulated, Triple Walled Vacuum Stainless Steel (Cold for 48 Hrs), Leak Proof & Non-BPA, Large Water Flask Jug with Paracord Handle & Straw Spout Lids",46.99,4.7,16394
B07PLZP5LN,sports,50,"HEETA Dry Bag Waterproof for Women Men, 5L/10L/20L/30L/40L Roll Top Lightweight Dry Storage Bag Backpack with Phone Case for Travel Swimming Boating Kayaking Paddle Board Camping Beach Accessories",9.99,4.6,35687
B00CJZ8LAK,tools,2,"Filterbuy 20x20x1 Air Filter MERV 8 Essential Dust & Allergy Defense (4-Pack), Electrostatic Pleated HVAC AC Furnace Filters Replacement (Actual Size: 19.50 x 19.50 x 0.75)",26.96,4.7,157249
B0BZWRSRWV,tools,3,"Ring Battery Doorbell, Home or business security with Head-to-Toe video, Live View with Two-Way Talk, and Motion Detection & Alerts, Satin Nickel",59.99,4.5,48964
B002BWOS5I,tools,4,"Rust-Oleum 334029 Painter's Touch 2X Ultra Cover Spray Paint, 12 oz, Gloss Clear",6.69,4.7,92294
B0882ZJ48W,tools,5,"GE XWFE Refrigerator Water Filter, Genuine Replacement Filter, Certified to Reduce Lead, Sulfur, and 50+ Other Impurities, Replace Every 6 Months for Best Results, Pack of 1",45.01,4.5,40615
B0BDF8CVBN,tools,6,"MCGOR 10inch Under Cabinet Lighting, 2 Pack Rechargeable Motion Sensor Light Indoor, 5 Levels Dimmable Magnetic Closet Lights, Wireless Under Counter Lights for Kitchen, Stairs",15.94,4.5,55273
B0D18VS397,tools,7,Inspire Black Nitrile Disposable Gloves | 4.5 Nitrile Disposable Safety Medical Cooking Cleaning Gloves,8.98,4.6,5914
B0B27HX6P7,tools,8,"2 Pack European Plug Adapter USB C, TESSAN US to Europe Adapter 4 Outlets 3 USB Charger, Type C International Power Adaptor to Italy Spain France Portugal Iceland Germany, Europe Travel Essentials",21.59,4.7,13368
B00UXG4WR8,tools,9,"everydrop by Whirlpool Ice and Water Refrigerator Filter 1, EDR1RXD1, Single-Pack",57,4.7,107751
B00008IHL8,tools,10,"Brita Standard Water Filter for Pitchers and Dispensers, Reduces Copper, Cadmium and Mercury Impurities, Lasts Two Months or 40 Gallons, Includes 6 Filters for Pitchers",23.99,4.8,225753
B0C3SSXL4K,tools,11,Inspire Black Nitrile Gloves HEAVY DUTY 6 Mil Nitrile Chemical Resistant Medical Cooking Cleaning Disposable Black Gloves,,4.7,14883
B091ZFL4X5,tools,12,"Nacome Solar Garden Outdoor Statues Turtle with Succulent and 7 LED Lights - Lawn Decor Statue for Patio, Balcony, Yard Ornament - Gifts for Mom Grandma Women",27.5,4.5,17835
B071NFVVNG,tools,13,"Samsung HAF-QIN/EXP Genuine Refrigerator Water Filter, Reduces 99% of Harmful Contaminants for Clean, Clear Drinking Water, 6-Month Life, Easy Install, Pack of 1",38.5,4.7,42363
B07G2KT7FN,tools,14,"Simply 20x20x1 Air Filter, Merv 8, MPR 600, 6 Pack, Furnace Air Filter for HVAC (Actual Size: 19.75""x19.75""x0.75"") DUST, Pet, & Allergy Control",31.96,4.7,52019
B009PCI2JU,tools,15,"GE RPWFE Refrigerator Water Filter, Genuine Replacement Filter, Certified to Reduce Lead, Sulfur, and 50+ Other Impurities, Replace Every 6 Months for Best Results, Pack of 1",49.98,4.6,57596
B07FNXPGLG,tools,16,"Filtrete 20x25x1 Air Filter MERV 5, 6-Pack AC Furnace HVAC Filters for Home, MPR 300 Basic Dust Defense, Pleated Electrostatic Removes Lint & Dust (Actual Size 19.69x24.69x0.81 in)",39.99,4.7,184812
B004Q69HIU,tools,17,"Filtrete 20x25x1 Air Filter, MERV 11, MPR 1000, Allergens & Pet Dander, 3-Month AC and Furnace Filters, Cleaner Air, Reliable Airflow, 2 HVAC Filters (Actual Size 19.68 x 24.68 x 0.81 in)",28.17,4.8,56916
B0B6B8TDRW,tools,18,"FOXMIS Miniature Frog Garden Statue Mom Gifts Home Decorations Fairy Garden Accessories Outdoor Lights Solar Garden Frog Decor Art Housewarming Gift for Patio,Yard,Lawn Ornament,3.89""x2.36""x3.93",15.09,4.5,2044
B001CUQ1C8,tools,19,"Zerowater Official Replacement Filter - 5-Stage 0 Tds Filter Replacement - System Iapmo Certified To Reduce Lead, Chromium, And Pfoa/Pfos, 2-Pack",32.99,4.5,96239
B01MU7973W,tools,20,"Brita Filter Replacements for Water Pitchers and Dispensers, Elite, NSF Certified to Remove 99% of Lead, 2 Count, Blue",29.78,4.6,54699
B09GLY1S79,tools,21,Funight KN95 Face Masks 50 Pack 5-Ply Breathable Filter Disposable Face Masks Black,24.99,4.6,35144
B074HLRXMP,tools,22,"LG LT1000P - 6 Month / 200 Gallon Capacity Replacement Refrigerator Water Filter (NSF42, NSF53, and NSF401) ADQ74793501, ADQ75795105, AGF80300704, or AGF80300705 White",46.71,4.7,34691
B01D93Z9ZA,tools,23,Felt Furniture Pads X-PROTECTOR 133 PCS Premium Furniture Pads - Felt Pads Furniture Feet Best Wood Floor Protectors - Protect Your Hardwood & Laminate Flooring! Brown and Beige,9.99,4.6,100036
B0CNQPKX9B,tools,24,"European Travel Plug Adapter USB C, HANYCONY International Plug Adapter, US to Europe Adapter Plug 2 Outlets 3 USB Ports(2 C Port), Type C Power Adapter to Italy Spain France Portugal Iceland Germany",8.98,4.7,2746
B00VBP8QPO,tools,25,"everydrop by Whirlpool Ice and Water Refrigerator Filter 2, EDR2RXD1, Single-Pack",57,4.7,45657
B01MUBU0YC,tools,26,"Aquabliss High Output Revitalizing Shower Filter - Reduces Dry Itchy Skin, Dandruff, Eczema, and Dramatically Improves The Condition of Your Skin, Hair and Nails - Chrome (SF100)",36.99,4.4,67933
B07JHQ4L4F,tools,27,"Pro Grade Paint Brushes, 5-Piece Paint Brush Set, Flat & Angle Brushes for Walls, Trim, Cabinets, Interior & Exterior Latex and Oil Paints, Stains",7.99,4.6,70294
B0CY4SYXZX,tools,28,"Funight KN95 Face Masks 50 Pack for Adults, Breathable and Comfortable KN95 Mask with Elastic Ear Loop, Filter Efficiency≥95%, Black",22.99,4.5,4152
B0BPS5QB4D,tools,30,"4 Rolls Premium Painters Tape, Blue Tape, Masking Tape, Paint Tape for Multi-Purpose, Painting, Painter's, DIY Crafts Arts (88yd =0.94IN*22yd*4) Decoration Labeling No Residue, Easy Removal",5.99,4.3,6910
B08Y8NVW6Y,tools,31,LEMENT 50pcs KN95 Face Mask Black 5 Layer Cup Dust Safety Masks Filter Efficiency≥95% Breathable Elastic Ear Loops Black Masks,24.99,4.4,78369
B0002YKBV2,tools,32,"3M N95 Respirator 8511, Cool Flow Valve, 10 Pack, NIOSH-APPROVED, Advanced Filter Media For Easy Breathing, Comfortable For Long Periods Of Wear, Helps Filter Pollen, Mold Spores & Dust (8511PB1-A-PS)",22.69,4.6,16265
B0CQCCB95G,tools,33,"Solar Lanterns Outdoor Waterproof Hummingbird Garden Decor Gifts for Women Mom Grandma Hanging Solar Lights Metal Solar Decoration Outside for Yard, Patio, Backyard, Porch",29.98,4.6,2372
B0BR7SGFCJ,tools,34,"TitanFlex Disposable Nitrile Exam Gloves, 6-mil, Black, Heavy Duty, Latex Free, Food Safe for Cooking & Food Prep",15.99,4.7,12232
B06XCTP65H,tools,35,"Homemory 24Pcs Flickering Flameless Candle Battery Operated, 200+Hours Fake Electric LED Tea Lights for Votive, Centerpiece Table Decorations, Wedding, Aniversary, Halloween, Christmas",9.99,4.7,75877
B0009X8LPE,tools,36,"Rust-Oleum 7798830 Stops Rust Spray Paint, 12 oz, Semi-Gloss Black",6.47,4.7,45804
B0DFPQ4VY8,tools,37,"SWIFTLITE Black Vinyl Gloves, Food Grade Gloves Disposable Latex Free & Powder Free, Guantes for Cleaning Cooking Food Prep",7.49,4.3,7213
B09ND9NGTC,tools,38,"Borje KN95 Face Masks for Adults 50 Pack,5-Ply Black Disposable Face Mask Against PM 2.5 Smoke & Dust, Filtration Efficiency 95%",19.99,4.4,9836
B0DJ1BVZGX,tools,39,"Skrizcable 16/3 25 FT Outdoor Extension Cord Waterproof, Weatherproof & Flame Retardant Black 3 Prong Power Cord Outside for Lawn & Garden, 13 Amps 1625 Watts 125 VAC 16AWG SJTW, ETL Listed",11.79,4.7,4947
B09N6XCCQH,tools,40,"PROMEDIX P Nitrile Disposable Gloves,4mil-100 Count,Gloves Disposable Latex Free,Powder Free for Cooking,Household,Food safe",9.99,4.7,20321
B0DQHJR1YB,tools,41,"High Pressure Rain Shower Head: Upgrade Shower Heads with Handheld Spray Combo with Fixed Showerhead and 10 Sprays Handheld Shower Head, Detachable Shower head Built-in Magnetic Docking and Power Jets",52.99,4.4,9038
B09BZF2X29,tools,42,"akgk KN95 Face Mask 50 PCS, Breathable Protection Masks, 5-Ply KN95 Black Masks, Cup Dust Safety Masks",22.88,4.5,41086
B0B5X5DQPT,tools,43,"Surge Protector Outlet Extender - with Rotating Plug, 6 AC Multi Plug Outlet with 4 USB Ports (2 USB C), 1800J Wall Charger, 3-Sided Power Strip with Spaced Outlet Splitter for Home, Office, Travel",9.99,4.7,17950
B0D65JFRX4,tools,44,"Sink Drain Strainer - Sink Stopper Kitchen Drain, 3 in 1 Kitchen Sink Drain Strainer with Anti-Clogging Basket, Kitchen Gadgets Clearance Sink Accessories, Fit US Standard 3-1/2'' Sink Hole, Silver",8.99,4.6,13107
B0CJMP7WHH,tools,45,"First Alert Smoke Alarm, Battery-Operated Detector with Test & Silence Button, SMI100, 1-Pack",16.99,4.6,4162
B075DFPR2W,tools,46,"Puroma 2 Pack Combination Lock for Locker 4 Digit Outdoor Waterproof Padlock for School, Gym, Sports, Fence, Toolbox, Gate, Case, Outdoor, Hasp Storage (Black)",8.99,4.5,33283
B0BCK98LLG,tools,51,PerkHomy Natural Jute Twine 600 Feet Long Twine String for Crafts Gift Wrapping Packing Gardening Crochet Knitting Macrame Decor (Brown 2mm * 600feet),5.99,4.7,11030
B0C3BC4QG2,tools,52,"Gritin 19 LED Rechargeable Book Light for Reading in Bed with Memory Function- Eye Caring 3 Color Temperatures,Stepless Dimming Brightness,90 Hrs Runtime Lightweight Clip on Light for Book Lovers",15.99,4.8,37675
B00UB38V2A,tools,53,"everydrop® by Whirlpool Ice and Water Refrigerator Filter 4, EDR4RXD1, Single-Pack",50.8,4.7,41035
B09FFCGLHK,tools,54,"JOREST 40Pcs Small Precision Screwdriver Set with Torx Triwing Phillips, Mini Repair Tool Kit for Macbook, Computer, Laptop, PC, iPhone, PS5, Xbox, Switch, Glasses, Watch, Ring Doorbell, Electronics",9.99,4.7,24032
B074TWKVQB,tools,55,"AUGO Magnetic Screen Door - Self Sealing, Heavy Duty, Hands Free Mesh Partition Keeps Bugs Out - Pet and Kid Friendly - Patent Pending Keep Open Feature - 38 Inch x 83 Inch",26.99,4.5,86717
B0D4DJ6BRR,tools,56,"DAYBETTER LED Strip Lights 130ft Lights Strip for Bedroom, Desk, Indoor Room Bedroom Brithday Gifts RGB Decor with Remote and 24V Power Supply",9.98,4.2,40020
B0BZYCJK89,kitchen,1,"Owala FreeSip Insulated Stainless Steel Water Bottle with Straw, BPA-Free Sports Water Bottle, Great for Travel, 24 Oz, Denim",29.99,4.7,120243
B0CP9YB3Q4,kitchen,2,STANLEY Quencher H2.0 Tumbler with Handle and Straw 30 oz | Flowstate 3-Position Lid | Cup Holder Compatible for Travel | Insulated Stainless Steel Cup | BPA-Free | Rose Quartz 2.0,33.35,4.7,92374
B0D6C6GS58,kitchen,3,"HydroJug Traveler - 32 oz Water Bottle with Handle & Flip Straw - Fits in Cup Holder, Leak Resistant Tumbler-Reusable Insulated Stainless Steel & Rubber Base - Gifts for Women & Men, Pink Sand",29.74,4.6,18963
B0113UZJE2,kitchen,4,"Etekcity Food Kitchen Scale, Digital Grams and Ounces for Weight Loss, Baking, Cooking, Keto and Meal Prep, LCD Display, Medium, 304 Stainless Steel",13.99,4.6,173872
B0DF472VMZ,kitchen,5,"Owala SmoothSip Slider Insulated Stainless Steel Coffee Tumbler, Reusable Iced Coffee Cup, Hot Coffee Travel Mug, BPA Free 12 oz, Vanilla Bean",24.99,4.6,12458
